gid,pid,seas,week,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,off,def,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,pts,blk,brcv,fgxp,fkicker,NumKicks,dist,good,ptsv,ptsh,iced,detail,surface,elapsedtime
3170,514950,2011,17,SUN,IND,JAC,EverBank Field,70,61,10,W,Clear,Grass,37,3.5,IND,JAC,13,2,3,9,9,3,10,3,2,4,2,98,3,,,FG,AV-0400,456,20,Y,13,19,1,"(9:09) (Field Goal formation) A.Vinatieri 20 yard field goal is GOOD, Center-J.Snow, Holder-P.McAfee.",Grass,39.15
3170,514956,2011,17,SUN,IND,JAC,EverBank Field,70,61,10,W,Clear,Grass,37,3.5,JAC,IND,5,5,3,7,38,10,6,2,3,4,9,86,3,,,FG,JS-1100,271,32,Y,13,19,0,"(7:38) (Field Goal formation) J.Scobee 32 yard field goal is GOOD, Center-J.Cain, Holder-N.Harris.",Grass,37.63333333
3170,514965,2011,17,SUN,IND,JAC,EverBank Field,70,61,10,W,Clear,Grass,37,3.5,JAC,IND,4,5,3,5,52,13,6,2,3,4,20,71,3,,,FG,JS-1100,271,47,Y,13,19,0,"(5:52) (Field Goal formation) J.Scobee 47 yard field goal is GOOD, Center-J.Cain, Holder-N.Harris.",Grass,35.86666667
3170,514994,2011,17,SUN,IND,JAC,EverBank Field,70,61,10,W,Clear,Grass,37,3.5,JAC,IND,7,5,4,6,35,16,6,2,2,4,3,79,3,,,FG,JS-1100,271,39,Y,13,19,0,"(6:35) (Field Goal formation) J.Scobee 39 yard field goal is GOOD, Center-J.Cain, Holder-N.Harris.",Grass,51.58333333
3171,515110,2011,17,SUN,BUF,NE,Gillette Stadium,51,,5,SW,Sunny,FieldTurf,50,10.5,NE,BUF,9,5,3,12,24,14,21,3,3,4,9,72,3,,,FG,SG-0800,264,47,Y,21,49,0,"(12:24) S.Gostkowski 47 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,42.4
3171,515128,2011,17,SUN,BUF,NE,Gillette Stadium,51,,5,SW,Sunny,FieldTurf,50,10.5,NE,BUF,9,3,3,5,16,17,21,3,3,4,2,98,3,,,FG,SG-0800,264,20,Y,21,49,0,"(5:16) S.Gostkowski 20 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,35.26666667
3172,515227,2011,17,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,-2,TEN,HOU,10,3,2,13,9,0,7,3,2,4,3,97,3,,,FG,RB-2200,283,21,Y,23,22,0,"(13:09) R.Bironas 21 yard field goal is GOOD, Center-K.Amato, Holder-B.Kern.",Grass,28.15
3172,515257,2011,17,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,-2,HOU,TEN,7,5,2,1,14,7,10,2,3,4,6,66,3,,,FG,NR-0100,343,52,Y,23,22,0,"(1:14) N.Rackers 52 yard field goal is GOOD, Center-J.Weeks, Holder-M.Turk.",Grass,16.23333333
3172,515265,2011,17,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,-2,TEN,HOU,7,3,2,0,5,10,10,1,2,1,10,75,3,,,FG,RB-2200,283,43,Y,23,22,0,"(:05) R.Bironas 43 yard field goal is GOOD, Center-K.Amato, Holder-B.Kern.",Grass,15.08333333
3172,515272,2011,17,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,-2,HOU,TEN,5,4,3,11,50,10,13,3,3,4,5,81,3,,,FG,NR-0100,343,37,Y,23,22,0,"(11:50) N.Rackers 37 yard field goal is GOOD, Center-J.Weeks, Holder-M.Turk.",Grass,41.83333333
3172,515286,2011,17,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,-2,TEN,HOU,5,4,3,7,26,13,13,3,3,4,3,85,3,,,FG,RB-2200,283,33,Y,23,22,0,"(7:26) R.Bironas 33 yard field goal is GOOD, Center-K.Amato, Holder-B.Kern.",Grass,37.43333333
3172,515301,2011,17,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,-2,HOU,TEN,12,3,4,15,0,13,16,3,3,4,3,96,3,,,FG,NR-0100,343,22,Y,23,22,0,"(15:00) N.Rackers 22 yard field goal is GOOD, Center-J.Weeks, Holder-M.Turk.",Grass,60
3173,515366,2011,17,SUN,CHI,MIN,Mall of America Field at HHH Metrodome,65,,,,Dome,UBU Speed Series S5M,41,1.5,MIN,CHI,8,4,1,8,57,0,0,3,3,4,7,92,3,,,FG,RL-1300,354,26,Y,17,13,0,"(8:57) R.Longwell 26 yard field goal is GOOD, Center-M.Katula, Holder-C.Kluwe.",Turf,8.95
3173,515416,2011,17,SUN,CHI,MIN,Mall of America Field at HHH Metrodome,65,,,,Dome,UBU Speed Series S5M,41,1.5,MIN,CHI,9,5,2,5,49,10,14,3,2,4,14,70,,JP-2000,,FG,RL-1300,354,48,N,17,13,0,"(5:49) R.Longwell 48 yard field goal is BLOCKED (J.Peppers), Center-M.Katula, Holder-C.Kluwe, declared dead at CHI 38.",Turf,20.81666667
3173,515429,2011,17,SUN,CHI,MIN,Mall of America Field at HHH Metrodome,65,,,,Dome,UBU Speed Series S5M,41,1.5,MIN,CHI,9,4,2,0,59,10,14,1,2,4,1,92,3,,,FG,RL-1300,354,26,Y,17,13,0,"(:59) R.Longwell 26 yard field goal is GOOD, Center-M.Katula, Holder-C.Kluwe.",Turf,15.98333333
3173,515480,2011,17,SUN,CHI,MIN,Mall of America Field at HHH Metrodome,65,,,,Dome,UBU Speed Series S5M,41,1.5,CHI,MIN,15,3,4,10,22,14,13,3,2,4,4,91,3,,,FG,RG-1500,278,27,Y,17,13,0,"(10:22) R.Gould 27 yard field goal is GOOD, Center-C.Massey, Holder-A.Podlesh.",Turf,55.36666667
3174,515533,2011,17,SUN,KC,DEN,Sports Authority Field at Mile High,35,46,6,SE,Sunny,Grass,37.5,3,KC,DEN,6,5,1,7,35,0,0,3,3,4,6,74,,,,FG,RS-3400,150,44,N,7,3,0,"(7:35) R.Succop 44 yard field goal is No Good, Wide Left, Center-T.Gafford, Holder-D.Colquitt.",Grass,7.583333333
3174,515611,2011,17,SUN,KC,DEN,Sports Authority Field at Mile High,35,46,6,SE,Sunny,Grass,37.5,3,DEN,KC,4,3,3,8,15,0,7,3,3,4,10,80,3,,,FG,MP-2100,186,38,Y,7,3,0,"(8:15) M.Prater 38 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",Grass,38.25
3175,515735,2011,17,SUN,SD,OAK,Oakland-Alameda County Coliseum,56,63,8,NW,Clear,Grass,48.5,3,OAK,SD,9,5,2,6,24,7,14,3,3,4,5,66,3,,,FG,SJ-0300,448,52,Y,38,26,0,"(6:24) S.Janikowski 52 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",Grass,21.4
3175,515748,2011,17,SUN,SD,OAK,Oakland-Alameda County Coliseum,56,63,8,NW,Clear,Grass,48.5,3,OAK,SD,10,5,2,2,24,10,21,2,3,4,7,74,3,,,FG,SJ-0300,448,43,Y,38,26,0,"(2:24) S.Janikowski 43 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",Grass,17.4
3175,515758,2011,17,SUN,SD,OAK,Oakland-Alameda County Coliseum,56,63,8,NW,Clear,Grass,48.5,3,SD,OAK,9,5,2,0,51,21,13,2,1,4,10,67,3,,,FG,NN-0200,125,51,Y,38,26,0,"(:51) N.Novak 51 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",Grass,15.85
3175,515773,2011,17,SUN,SD,OAK,Oakland-Alameda County Coliseum,56,63,8,NW,Clear,Grass,48.5,3,OAK,SD,6,3,3,13,21,13,24,3,3,4,8,91,3,,,FG,SJ-0300,448,27,Y,38,26,0,"(13:21) S.Janikowski 27 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",Grass,43.35
3175,515800,2011,17,SUN,SD,OAK,Oakland-Alameda County Coliseum,56,63,8,NW,Clear,Grass,48.5,3,OAK,SD,12,4,3,1,22,16,31,2,3,4,12,86,3,,,FG,SJ-0300,448,32,Y,38,26,0,"(1:22) S.Janikowski 32 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",Grass,31.36666667
3175,515811,2011,17,SUN,SD,OAK,Oakland-Alameda County Coliseum,56,63,8,NW,Clear,Grass,48.5,3,SD,OAK,9,5,4,11,10,31,19,3,2,4,2,74,,,,FG,NN-0200,125,44,N,38,26,0,"(11:10) N.Novak 44 yard field goal is No Good, Wide Right, Center-M.Windt, Holder-M.Scifres.",Grass,56.16666667
3176,515886,2011,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Dome,Grass,40.5,3,SEA,ARI,14,3,2,12,48,0,7,3,1,4,15,75,3,,,FG,SH-0400,125,43,Y,20,23,0,"(12:48) S.Hauschka 43 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",Grass,27.8
3176,515909,2011,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Dome,Grass,40.5,3,ARI,SEA,7,5,2,3,33,7,3,1,3,4,23,77,3,,,FG,JF-0900,414,41,Y,20,23,0,"(3:33) J.Feely 41 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",Grass,18.55
3176,515962,2011,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Dome,Grass,40.5,3,SEA,ARI,12,6,3,0,18,10,17,3,3,4,6,94,,PP-0400,,FG,SH-0400,125,24,N,20,23,0,"(:18) S.Hauschka 24 yard field goal is BLOCKED (P.Peterson), Center-C.Gresham, Holder-J.Ryan.",Grass,30.3
3176,515970,2011,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Dome,Grass,40.5,3,ARI,SEA,8,5,4,12,23,17,10,3,3,4,5,75,3,,,FG,JF-0900,414,43,Y,20,23,0,"(12:23) J.Feely 43 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",Grass,57.38333333
3176,515982,2011,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Dome,Grass,40.5,3,SEA,ARI,4,5,4,9,10,10,20,3,3,4,6,92,3,,,FG,SH-0400,125,26,Y,20,23,0,"(9:10) S.Hauschka 26 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",Grass,54.16666667
3176,516032,2011,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Dome,Grass,40.5,3,ARI,SEA,13,3,5,6,13,20,20,3,3,2,10,90,3,,,FG,JF-0900,414,28,Y,20,23,0,"(6:13) J.Feely 28 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil. ",Grass,60
3177,516087,2011,17,SUN,DAL,NYG,MetLife Stadium,48,83,7,S,Rain,FieldTurf,47,3,NYG,DAL,7,12,2,7,41,14,0,3,2,4,18,78,,,,FG,LT-1100,252,40,N,14,31,0,"(7:41) L.Tynes 40 yard field goal is No Good, Wide Right, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,22.68333333
3177,516111,2011,17,SUN,DAL,NYG,MetLife Stadium,48,83,7,S,Rain,FieldTurf,47,3,DAL,NYG,7,3,2,0,4,0,21,0,1,1,10,66,,,,FG,DB-0200,98,52,N,14,31,0,"(:04) D.Bailey 52 yard field goal is No Good, Wide Left, Center-L.Ladouceur, Holder-C.Jones.",Turf,15.06666667
3177,516170,2011,17,SUN,DAL,NYG,MetLife Stadium,48,83,7,S,Rain,FieldTurf,47,3,NYG,DAL,9,6,4,5,51,21,14,2,3,4,10,90,3,,,FG,LT-1100,252,28,Y,14,31,0,"(5:51) L.Tynes 28 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,50.85
3178,516236,2011,18,SUN,CIN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,38,4,CIN,HOU,13,7,2,12,52,7,7,3,3,4,17,68,,,,FG,MN-0800,208,50,N,10,31,0,"(12:52) M.Nugent 50 yard field goal is No Good, Wide Right, Center-C.Harris, Holder-K.Huber.",Grass,27.86666667
3178,516248,2011,18,SUN,CIN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,38,4,CIN,HOU,8,5,2,7,14,7,7,2,3,4,11,81,3,,,FG,MN-0800,208,37,Y,10,31,0,"(7:14) M.Nugent 37 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",Grass,22.23333333
3178,516262,2011,18,SUN,CIN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,38,4,HOU,CIN,13,5,2,1,53,7,10,2,1,4,6,79,3,,,FG,NR-0100,343,39,Y,10,31,0,"(1:53) N.Rackers 39 yard field goal is GOOD, Center-J.Weeks, Holder-M.Turk.",Grass,16.88333333
3179,516423,2011,18,SUN,DET,NO,Mercedes-Benz Superdome,66,,,,Dome,UBU Speed Series S5M,59,10.5,NO,DET,14,3,2,0,4,7,14,0,0,3,6,94,3,,,FG,JK-0200,322,24,Y,28,45,0,"(:04) J.Kasay 24 yard field goal is GOOD, Center-J.Drescher, Holder-C.Daniel.",Turf,15.06666667
3180,516608,2011,18,SUN,ATL,NYG,MetLife Stadium,44,43,12,NW,Partly Cloudy,FieldTurf,47.5,3,NYG,ATL,11,4,3,7,55,7,2,3,3,4,4,96,3,,,FG,LT-1100,252,22,Y,2,24,0,"(7:55) L.Tynes 22 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,37.91666667
3180,516657,2011,18,SUN,ATL,NYG,MetLife Stadium,44,43,12,NW,Partly Cloudy,FieldTurf,47.5,3,NYG,ATL,12,5,4,3,2,24,2,3,2,4,4,86,,,,FG,LT-1100,252,32,N,2,24,0,"(3:02) L.Tynes 32 yard field goal is No Good, Wide Right, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,48.03333333
3181,516679,2011,18,SUN,PIT,DEN,Sports Authority Field at Mile High,40,38,6,S,Sunny,Grass,33.5,-8.5,PIT,DEN,8,5,1,11,19,0,0,3,3,4,5,73,3,,,FG,SS-3100,233,45,Y,23,29,0,"(11:19) S.Suisham 45 yard field goal is GOOD, Center-G.Warren, Holder-J.Kapinos.",Grass,11.31666667
3181,516705,2011,18,SUN,PIT,DEN,Sports Authority Field at Mile High,40,38,6,S,Sunny,Grass,33.5,-8.5,PIT,DEN,12,4,1,0,27,3,0,3,3,4,9,80,3,,,FG,SS-3100,233,38,Y,23,29,0,"(:27) S.Suisham 38 yard field goal is GOOD, Center-G.Warren, Holder-J.Kapinos.",Grass,0.45
3181,516731,2011,18,SUN,PIT,DEN,Sports Authority Field at Mile High,40,38,6,S,Sunny,Grass,33.5,-8.5,DEN,PIT,4,3,2,7,33,14,6,2,2,4,2,98,3,,,FG,MP-2100,186,20,Y,23,29,0,"(7:33) M.Prater 20 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",Grass,22.55
3181,516748,2011,18,SUN,PIT,DEN,Sports Authority Field at Mile High,40,38,6,S,Sunny,Grass,33.5,-8.5,DEN,PIT,8,3,2,1,8,17,6,1,2,4,7,90,3,,,FG,MP-2100,186,28,Y,23,29,0,"(1:08) M.Prater 28 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",Grass,16.13333333
3181,516794,2011,18,SUN,PIT,DEN,Sports Authority Field at Mile High,40,38,6,S,Sunny,Grass,33.5,-8.5,DEN,PIT,12,4,4,13,14,20,13,3,3,4,14,83,3,,,FG,MP-2100,186,35,Y,23,29,0,"(13:14) M.Prater 35 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",Grass,58.23333333
3181,516803,2011,18,SUN,PIT,DEN,Sports Authority Field at Mile High,40,38,6,S,Sunny,Grass,33.5,-8.5,PIT,DEN,7,4,4,10,3,13,23,3,3,4,6,81,3,,,FG,SS-3100,233,37,Y,23,29,0,"(10:03) S.Suisham 37 yard field goal is GOOD, Center-G.Warren, Holder-J.Kapinos.",Grass,55.05
3182,516877,2011,19,SUN,NO,SF,Candlestick Park,62,14,2,NE,Sunny,Grass,47,-3.5,SF,NO,4,5,2,14,17,14,0,3,3,4,4,93,3,,,FG,DA-0300,516,25,Y,32,36,0,"(14:17) D.Akers 25 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,29.28333333
3182,516940,2011,19,SUN,NO,SF,Candlestick Park,62,14,2,NE,Sunny,Grass,47,-3.5,SF,NO,4,3,3,10,39,17,14,3,3,4,7,77,3,,,FG,DA-0300,516,41,Y,32,36,0,"(10:39) D.Akers 41 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,40.65
3182,516973,2011,19,SUN,NO,SF,Candlestick Park,62,14,2,NE,Sunny,Grass,47,-3.5,NO,SF,9,5,4,13,13,14,20,2,2,4,12,71,3,,,FG,JK-0200,322,48,Y,32,36,0,"(13:13) J.Kasay 48 yard field goal is GOOD, Center-J.Drescher, Holder-C.Daniel.",Grass,58.21666667
3182,516987,2011,19,SUN,NO,SF,Candlestick Park,62,14,2,NE,Sunny,Grass,47,-3.5,SF,NO,5,4,4,7,40,20,17,2,2,4,7,81,3,,,FG,DA-0300,516,37,Y,32,36,0,"(7:40) D.Akers 37 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,52.66666667
3183,517152,2011,19,SUN,DEN,NE,Gillette Stadium,24,,17,WNW,Partly Cloudy,FieldTurf,50.5,13.5,DEN,NE,14,5,3,2,19,7,42,3,2,4,19,77,3,,,FG,MP-2100,186,41,Y,10,45,0,"(2:19) M.Prater 41 yard field goal is GOOD, Center-D.Binn, Holder-B.Colquitt.",Turf,32.31666667
3183,517164,2011,19,SUN,DEN,NE,Gillette Stadium,24,,17,WNW,Partly Cloudy,FieldTurf,50.5,13.5,NE,DEN,11,5,4,12,44,42,10,1,3,4,2,98,3,,,FG,SG-0800,264,20,Y,10,45,0,"(12:44) S.Gostkowski 20 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,57.73333333
3184,517197,2011,19,SUN,HOU,BAL,M&T Bank Stadium,31,35,7,NNW,Sunny,MomentumTurf,36,7.5,HOU,BAL,5,5,1,12,29,0,0,3,3,4,1,79,3,,,FG,NR-0100,343,40,Y,13,20,0,"(12:29) (Field Goal formation) N.Rackers 40 yard field goal is GOOD, Center-J.Weeks, Holder-M.Turk.",Turf,12.48333333
3184,517217,2011,19,SUN,HOU,BAL,M&T Bank Stadium,31,35,7,NNW,Sunny,MomentumTurf,36,7.5,BAL,HOU,6,7,1,6,9,7,3,3,3,4,7,70,3,,,FG,BC-3000,224,48,Y,13,20,0,"(6:09) (Field Goal formation) B.Cundiff 48 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,6.15
3184,517246,2011,19,SUN,HOU,BAL,M&T Bank Stadium,31,35,7,NNW,Sunny,MomentumTurf,36,7.5,HOU,BAL,11,3,2,11,46,3,17,2,2,4,12,85,3,,,FG,NR-0100,343,33,Y,13,20,0,"(11:46) (Field Goal formation) N.Rackers 33 yard field goal is GOOD, Center-J.Weeks, Holder-M.Turk.",Turf,26.76666667
3184,517297,2011,19,SUN,HOU,BAL,M&T Bank Stadium,31,35,7,NNW,Sunny,MomentumTurf,36,7.5,HOU,BAL,8,5,3,5,59,13,17,3,3,4,6,68,,,,FG,NR-0100,343,50,N,13,20,0,"(5:59) (Field Goal formation) N.Rackers 50 yard field goal is No Good, Short, Center-J.Weeks, Holder-M.Turk. Ball hits bottom of cross bar.",Turf,35.98333333
3184,517337,2011,19,SUN,HOU,BAL,M&T Bank Stadium,31,35,7,NNW,Sunny,MomentumTurf,36,7.5,BAL,HOU,10,4,4,2,56,17,13,2,2,4,5,74,3,,,FG,BC-3000,224,44,Y,13,20,0,"(2:56) (Field Goal formation) B.Cundiff 44 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,47.93333333
3185,517364,2011,19,SUN,NYG,GB,Lambeau Field,31,66,20,S,Sunny,DD GrassMaster,53,7.5,NYG,GB,13,4,1,8,37,0,0,2,3,4,5,87,3,,,FG,LT-1100,252,31,Y,37,20,0,"(8:37) L.Tynes 31 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Grass,8.616666667
3185,517373,2011,19,SUN,NYG,GB,Lambeau Field,31,66,20,S,Sunny,DD GrassMaster,53,7.5,GB,NYG,8,5,1,5,38,0,3,3,2,4,8,71,3,,,FG,MC-3000,248,47,Y,37,20,0,"(5:38) M.Crosby 47 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",Grass,5.633333333
3185,517397,2011,19,SUN,NYG,GB,Lambeau Field,31,66,20,S,Sunny,DD GrassMaster,53,7.5,NYG,GB,5,5,2,12,37,10,10,1,3,4,2,79,,BJ-2100,,FG,LT-1100,252,40,N,37,20,0,"(12:37) L.Tynes 40 yard field goal is BLOCKED (B.Jones), Center-Z.DeOssie, Holder-S.Weatherford.",Grass,27.61666667
3185,517424,2011,19,SUN,NYG,GB,Lambeau Field,31,66,20,S,Sunny,DD GrassMaster,53,7.5,NYG,GB,5,5,2,1,56,10,10,1,3,4,5,95,3,,,FG,LT-1100,252,23,Y,37,20,0,"(1:56) L.Tynes 23 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Grass,16.93333333
3185,517461,2011,19,SUN,NYG,GB,Lambeau Field,31,66,20,S,Sunny,DD GrassMaster,53,7.5,GB,NYG,10,5,3,3,55,10,20,3,3,4,5,83,3,,,FG,MC-3000,248,35,Y,37,20,0,"(3:55) M.Crosby 35 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",Grass,33.91666667
3185,517486,2011,19,SUN,NYG,GB,Lambeau Field,31,66,20,S,Sunny,DD GrassMaster,53,7.5,NYG,GB,10,5,4,7,53,20,13,3,3,4,10,83,3,,,FG,LT-1100,252,35,Y,37,20,0,"(7:53) L.Tynes 35 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Grass,52.88333333
3186,517545,2011,20,SUN,BAL,NE,Gillette Stadium,29,,6,ENE,Cloudy,Grass,50,7,NE,BAL,13,3,1,5,52,0,0,3,3,4,10,89,3,,,FG,SG-0800,264,29,Y,20,23,0,"(5:52) S.Gostkowski 29 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,5.866666667
3186,517561,2011,20,SUN,BAL,NE,Gillette Stadium,29,,6,ENE,Cloudy,Grass,50,7,BAL,NE,8,2,2,14,23,0,3,3,3,4,1,97,3,,,FG,BC-3000,224,20,Y,20,23,0,"(14:23) B.Cundiff 20 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,29.38333333
3186,517594,2011,20,SUN,BAL,NE,Gillette Stadium,29,,6,ENE,Cloudy,Grass,50,7,NE,BAL,10,4,2,3,4,10,10,3,2,4,10,83,3,,,FG,SG-0800,264,35,Y,20,23,0,"(3:04) S.Gostkowski 35 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,18.06666667
3186,517621,2011,20,SUN,BAL,NE,Gillette Stadium,29,,6,ENE,Cloudy,Grass,50,7,NE,BAL,14,3,3,9,9,13,10,3,3,4,2,94,3,,,FG,SG-0800,264,24,Y,20,23,0,"(9:09) S.Gostkowski 24 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,39.15
3186,517642,2011,20,SUN,BAL,NE,Gillette Stadium,29,,6,ENE,Cloudy,Grass,50,7,BAL,NE,6,5,3,0,55,17,16,3,3,4,20,79,3,,,FG,BC-3000,224,39,Y,20,23,0,"(:55) B.Cundiff 39 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,30.91666667
3186,517687,2011,20,SUN,BAL,NE,Gillette Stadium,29,,6,ENE,Cloudy,Grass,50,7,BAL,NE,10,4,4,0,15,20,23,1,3,4,1,86,,,,FG,BC-3000,224,32,N,20,23,0,"(:15) B.Cundiff 32 yard field goal is No Good, Wide Left, Center-M.Cox, Holder-S.Koch.",Turf,45.25
3187,517767,2011,20,SUN,NYG,SF,Candlestick Park,52,77,15,SE,Rain,Grass,41.5,2,NYG,SF,10,3,2,0,5,7,7,0,3,4,2,87,3,,,FG,LT-1100,252,31,Y,20,17,0,"(:05) L.Tynes 31 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Grass,15.08333333
3187,517833,2011,20,SUN,NYG,SF,Candlestick Park,52,77,15,SE,Rain,Grass,41.5,2,SF,NYG,6,4,4,5,43,14,17,3,3,4,2,93,3,,,FG,DA-0300,516,25,Y,20,17,0,"(5:43) D.Akers 25 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,50.71666667
3187,517883,2011,20,SUN,NYG,SF,Candlestick Park,52,77,15,SE,Rain,Grass,41.5,2,NYG,SF,5,3,5,7,10,17,17,3,1,3,13,87,3,,,FG,LT-1100,252,31,Y,20,17,1,"(7:10) L.Tynes 31 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford. ",Grass,60
3188,517919,2011,21,SUN,NYG,NE,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,54,3,NE,NYG,10,4,2,13,52,0,9,3,3,4,4,89,3,,,FG,SG-0800,264,29,Y,21,17,0,"(13:52) S.Gostkowski 29 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Turf,28.86666667
3188,517983,2011,21,SUN,NYG,NE,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,54,3,NYG,NE,10,4,3,6,47,9,17,3,3,4,5,80,3,,,FG,LT-1100,252,38,Y,21,17,0,"(6:47) L.Tynes 38 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,36.78333333
3188,517997,2011,21,SUN,NYG,NE,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,54,3,NYG,NE,9,5,3,0,40,12,17,3,3,4,14,85,3,,,FG,LT-1100,252,33,Y,21,17,0,"(:40) L.Tynes 33 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,30.66666667
3189,518093,2012,1,WED,DAL,NYG,MetLife Stadium,77,63,5,WNW,Fair,FieldTurf,44.5,4,NYG,DAL,4,4,2,9,14,0,0,3,3,4,4,96,3,,,FG,LT-1100,252,22,Y,24,17,0,"(9:14) L.Tynes 22 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",Turf,24.23333333
3189,518149,2012,1,WED,DAL,NYG,MetLife Stadium,77,63,5,WNW,Fair,FieldTurf,44.5,4,DAL,NYG,8,5,3,0,45,14,10,2,3,4,15,85,3,,,FG,DB-0200,98,33,Y,24,17,0,"(:45) D.Bailey 33 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",Turf,30.75
3190,518262,2012,1,SUN,IND,CHI,Soldier Field,67,66,13,N,Partly Cloudy,Grass,43.5,10,CHI,IND,7,4,2,5,36,14,7,1,3,4,4,83,3,,,FG,RG-1500,278,35,Y,21,41,0,"(5:36) (Field Goal formation) R.Gould 35 yard field goal is GOOD, Center-P.Mannelly, Holder-A.Podlesh.",Grass,20.6
3190,518288,2012,1,SUN,IND,CHI,Soldier Field,67,66,13,N,Partly Cloudy,Grass,43.5,10,IND,CHI,6,4,2,0,6,14,24,1,1,2,10,81,,,,FG,AV-0400,456,37,N,21,41,0,"(:06) (Field Goal formation) A.Vinatieri 37 yard field goal is No Good, Wide Right, Center-M.Overton, Holder-P.McAfee.",Grass,15.1
3190,518304,2012,1,SUN,IND,CHI,Soldier Field,67,66,13,N,Partly Cloudy,Grass,43.5,10,CHI,IND,4,5,3,10,7,31,14,3,3,4,6,92,3,,,FG,RG-1500,278,26,Y,21,41,0,"(10:07) (Field Goal formation) R.Gould 26 yard field goal is GOOD, Center-P.Mannelly, Holder-A.Podlesh.",Grass,40.11666667
